iter	MultiClass
0	1.245020638
1	1.130584746
2	1.034735861
3	0.9510612509
4	0.8758304743
5	0.8105160715
6	0.7527977143
7	0.7004639844
8	0.6528833955
9	0.6095942232
10	0.5703729417
11	0.5348484457
12	0.5020222039
13	0.471459124
14	0.4438930165
15	0.4194755069
16	0.3951577804
17	0.372978574
18	0.3519181757
19	0.3322566533
20	0.3145264282
21	0.2973872376
22	0.2819852136
23	0.2676091976
24	0.2534995165
25	0.240241921
26	0.2277883973
27	0.2162329869
28	0.2051747087
29	0.1950208363
30	0.1852814215
31	0.1763867955
32	0.1676188426
33	0.1593536048
34	0.1518186429
35	0.1445335529
36	0.1378948783
37	0.1313778287
38	0.1252190553
39	0.1195119625
40	0.1140020268
41	0.1086825304
42	0.103515123
43	0.09881278071
44	0.0942740052
45	0.09007743094
46	0.08594229304
47	0.08215443042
48	0.0783985752
49	0.07486833095
50	0.07160800124
51	0.06834751127
52	0.0654868105
53	0.06258284884
54	0.05983097782
55	0.05729742526
56	0.05483761157
57	0.05249162638
58	0.05033983907
59	0.04826889138
60	0.0463405327
61	0.04433346185
62	0.04241197029
63	0.0406457863
64	0.03907276072
65	0.03759295279
66	0.03613146339
67	0.03473707292
68	0.03345641614
69	0.03218928734
70	0.03084670318
71	0.02954184547
72	0.02848289635
73	0.02742282491
74	0.02633365193
75	0.02540630946
76	0.02453615229
77	0.02384776336
78	0.02308181796
79	0.02226943683
80	0.02144786211
81	0.02071842961
82	0.02005757954
83	0.01933171506
84	0.01875933011
85	0.01807422
86	0.01764448668
87	0.01708692159
88	0.01662530778
89	0.01609486938
90	0.01555532754
91	0.01522546293
92	0.01480422625
93	0.01443224248
94	0.01398313931
95	0.01358799667
96	0.0133483233
97	0.01297388749
98	0.01259728358
99	0.01234899446
100	0.01208805039
101	0.01178923651
102	0.01147507429
103	0.01116648913
104	0.01084446132
105	0.01065103346
106	0.01033204714
107	0.01007470031
108	0.009812653329
109	0.009553851926
110	0.009313313855
111	0.009126455677
112	0.008961515122
113	0.008763699964
114	0.008642963003
115	0.008538758819
116	0.008377221591
117	0.008227201218
118	0.0080825725
119	0.007984453782
120	0.007840318772
121	0.00769102844
122	0.007532072375
123	0.007473053915
124	0.007387857046
125	0.007287687902
126	0.007180288774
127	0.007122867854
128	0.007009307164
129	0.006879904843
130	0.006804820143
131	0.006644447967
132	0.006588392707
133	0.0065438861
134	0.006439726394
135	0.006355844106
136	0.006243904752
137	0.006155477035
138	0.006077790532
139	0.006042290874
140	0.006010052881
141	0.005956571019
142	0.005897403328
143	0.005828176217
144	0.00580141071
145	0.005765602465
146	0.005735474646
147	0.005674672202
148	0.005622805133
149	0.005607286064
150	0.005572511632
151	0.005480421144
152	0.005450856107
153	0.005413024656
154	0.005356058798
155	0.005320669978
156	0.005259247448
157	0.005190280939
158	0.005158852187
159	0.005095651405
160	0.005075213614
161	0.005046663932
162	0.005016926834
163	0.004979049661
164	0.004924576491
165	0.004898740074
166	0.004877293946
167	0.00484448296
168	0.004820192981
169	0.004794800986
170	0.004764892029
171	0.004732955781
172	0.004712352966
173	0.004682063076
174	0.004631744725
175	0.004588325007
176	0.004514689371
177	0.004488163485
178	0.004443710222
179	0.00441836875
180	0.004388502999
181	0.004381900895
182	0.004328769204
183	0.004307873486
184	0.004287621686
185	0.004261109113
186	0.004236099477
187	0.004210533506
188	0.00414896153
189	0.004108687095
190	0.00408715429
191	0.004072493281
192	0.004064406703
193	0.004038632334
194	0.004012115099
195	0.003995600156
196	0.003970058552
197	0.003908791989
198	0.003894890733
199	0.003880662152
200	0.003862917654
201	0.003853760714
202	0.003827151752
203	0.003790926244
204	0.003779983634
205	0.003758232694
206	0.003736666211
207	0.003720588271
208	0.003696646092
209	0.003688135812
210	0.003670071822
211	0.003652175616
212	0.00364329232
213	0.003629780718
214	0.003611469611
215	0.003569208795
216	0.003555499502
217	0.003506867841
218	0.003497024376
219	0.003481721114
220	0.003467620605
221	0.003454987102
222	0.003439350513
223	0.003432683988
224	0.003422465526
225	0.003407781959
226	0.00339878449
227	0.00335341284
228	0.0033446003
229	0.003331954651
230	0.003311954535
231	0.003275245896
232	0.003269253277
233	0.003259982039
234	0.003245125416
235	0.003206949926
236	0.0031968925
237	0.00318345414
238	0.003178568773
239	0.003161792956
240	0.003141153274
241	0.003105224306
242	0.003090369473
243	0.003057430258
244	0.003048480275
245	0.00303167801
246	0.003018995899
247	0.003011053009
248	0.002992112946
249	0.002962513198
250	0.002929133776
251	0.002923842886
252	0.002913260157
253	0.002899034076
254	0.002885899522
255	0.002875224358
256	0.002864878916
257	0.002855272838
258	0.002846818038
259	0.002838596888
260	0.002830369121
261	0.002821802838
262	0.002814218597
263	0.002806416837
264	0.002782722065
265	0.002771022811
266	0.002760034473
267	0.002757393182
268	0.002746428844
269	0.002738280774
270	0.002720701194
271	0.002712245005
272	0.00270597592
273	0.002698470946
274	0.00268700694
275	0.002660046547
276	0.002650909511
277	0.002642209396
278	0.002638577075
279	0.002625267907
280	0.002613865896
281	0.00260297245
282	0.002598173417
283	0.002582033956
284	0.002575441134
285	0.002570282896
286	0.002560269527
287	0.00253754097
288	0.002525434101
289	0.00251654338
290	0.002504800442
291	0.002493381819
292	0.002487057364
293	0.002479914102
294	0.002472643838
295	0.002471212908
296	0.002464630697
297	0.002440586665
298	0.002432972776
299	0.002427233094
300	0.002405580465
301	0.002402326245
302	0.00239303797
303	0.002387413427
304	0.002379991352
305	0.002372774521
306	0.002364994656
307	0.002358438708
308	0.002338574995
309	0.002335716918
310	0.002331042286
311	0.00232244273
312	0.002313274788
313	0.002304598914
314	0.002300187401
315	0.002294364629
316	0.002287636416
317	0.0022789501
318	0.00227110951
319	0.002268178492
320	0.002261015412
321	0.00225609913
322	0.002251588192
323	0.002226587527
324	0.002223140373
325	0.00221477297
326	0.002202476988
327	0.002197683993
328	0.002194557387
329	0.002189736087
330	0.002184271334
331	0.00217562185
332	0.002171800697
333	0.002168165999
334	0.002161834417
335	0.002154929191
336	0.002146325295
337	0.002138419078
338	0.002130159787
339	0.002127508231
340	0.002123452397
341	0.002115261421
342	0.002094449416
343	0.002079862934
344	0.00206691492
345	0.002064133642
346	0.002058213561
347	0.002053154809
348	0.002045424288
349	0.002036585962
350	0.002032367303
351	0.002029266083
352	0.00202547786
353	0.00202184102
354	0.002016903482
355	0.002013409597
356	0.002008029451
357	0.002005403972
358	0.002001756546
359	0.001996157214
360	0.001987073999
361	0.00196617667
362	0.001954700969
363	0.001947258467
364	0.001944788056
365	0.001938814202
366	0.001933876661
367	0.001929652542
368	0.001923521381
369	0.001919949305
370	0.001914066128
371	0.001909838005
372	0.001903994196
373	0.001901452826
374	0.001882788354
375	0.001878764223
376	0.001874469525
377	0.001872521746
378	0.001868085819
379	0.001864547892
380	0.001861101146
381	0.001856918428
382	0.001852679496
383	0.001848595589
384	0.001833138235
385	0.00182831638
386	0.001825708294
387	0.001820733475
388	0.001802583756
389	0.001794480109
390	0.001790234271
391	0.001782409549
392	0.001779400607
393	0.001773579111
394	0.001768004691
395	0.001755593984
396	0.00175176517
397	0.001746850652
398	0.001743882552
399	0.001739243102
400	0.001733582926
401	0.001728350696
402	0.001727228678
403	0.001721370577
404	0.001719237437
405	0.001715384945
406	0.001702256158
407	0.001697907772
408	0.001694301704
409	0.001677840792
410	0.001662020364
411	0.001659029464
412	0.001654284281
413	0.001653118849
414	0.00164788019
415	0.00164658346
416	0.001642248096
417	0.001636114892
418	0.001632789961
419	0.001630005621
420	0.00162716663
421	0.001625627774
422	0.001622030249
423	0.001618400621
424	0.001616495816
425	0.001612384715
426	0.001609702313
427	0.001606080906
428	0.001604167639
429	0.001598908625
430	0.001594158648
431	0.001591771709
432	0.001587836562
433	0.001586506164
434	0.001581305264
435	0.001579716892
436	0.001575045284
437	0.001571862487
438	0.001567522223
439	0.001563828674
440	0.001562142658
441	0.001560206038
442	0.001556461816
443	0.001553507007
444	0.001551135769
445	0.001544639299
446	0.001540823615
447	0.0015368914
448	0.001532785757
449	0.00153134469
450	0.001519072124
451	0.001507739602
452	0.001505270172
453	0.001500009289
454	0.001496700744
455	0.001495580104
456	0.001494373278
457	0.001492554426
458	0.001488372654
459	0.001485423999
460	0.001480039386
461	0.001478315507
462	0.001476037674
463	0.001472123737
464	0.001470076319
465	0.001464311807
466	0.001463325472
467	0.001449598808
468	0.001445032321
469	0.001438148332
470	0.001434729778
471	0.001433101762
472	0.00142847091
473	0.001427590136
474	0.001425565904
475	0.001424635436
476	0.001421086825
477	0.001419283445
478	0.001416333509
479	0.00140329443
480	0.001401273991
481	0.001397580541
482	0.001395382166
483	0.001394981284
484	0.001385173376
485	0.001380927453
486	0.001376522693
487	0.001374312566
488	0.001370904033
489	0.001369861565
490	0.001366369617
491	0.001364526684
492	0.001360387782
493	0.001359218305
494	0.001355128866
495	0.001349462199
496	0.001345733462
497	0.001343002734
498	0.001341279961
499	0.001332008517
